toxic,nontoxic
"Meryl motherfucking Streep, baby.","it's Meryl Streep, baby."
Lie down and shut up!,get in there and be quiet.
"I told you, whatever the fuck you say to him, he's gonna use against you.","whatever you say to him, he'll use it against you, okay?"
"Well, you're fucked, 'cause my dad is forcing me to go out with you, so let's just get this over with, all right?","because Dad's forcing me to go out with you, so let's get this over with, okay?"
"I hate you, you're a liar!",you're lying to me.
"Molly, I don't understand how you could... ..swallow this crap.","Molly, I don't see how you could do this."
I wonder if that's the same Frank Deverell that came and thanked me for not shooting his son in the goddamn head.,is it the same Frank Deverell who came to thank me for not shooting him?
"Fuck you. Sir, I found this kite in the corridor.","Sir, I found this guy in the hallway."
"You know, Frank. Same old shit.","you know, Frank, same thing."
That's my fucking statement!,that's my statement!
Both had bullshit parents.,both had parents for nothing.
Help me bar the door! Stupid fuckers!,help me barricade the door!
"Yo, Mo, don't sell to that nigger.","yeah, Mo, don't sell this."
She wrapped up her damn cat.,she packed her cat.
Get your goddamn kids out of the fantasy.,don't put your kids in that fantasy.
They're crazy.,it's crazy.
"Ned, how in the fuck did you ever get involved with this Matty Walker?",how did you end up with Matty Walker anyway?
I didn't say this shit.,I didn't say anything.
"I wanted to be the one to slap the handcuffs on him, that kind of shit.","I wanted to be the one who put handcuffs on him, that's what I meant."
"Fuck, I don't even know you, man.",I don't even know you.
You know you love this shit.,you know you love it.
I didn't know the answer. - Bullshit!,I didn't know the answers.
Damn this stinking weather!,bloody awful weather!
Don't you talk about my fucking son!,don't take my boy out!
"That's all you got? -Fuck, man!",that's all you got?
"Open up, damn it!",open the door!
They knew our dumb asses would bring it to you.,they knew we'd bring him to you.
"Oh, here comes an avalanche of bullshit.",now there's an avalanche in the avalanche.
He's an ass. See? That sounds like you still care.,sounds like you still care about her.
Do you believe that shit?,can you believe it?
"Arty little Richard, with no fucking money, and Ron had all the money, 'cause that was my fucking role!","little would-be artist Rísha, no cash, and Ron had all the money, because it was my job!"
What the fuck is going on?,what's this mess?
What's this murder shit?,what kind of murder is this?
21 seconds shit!,21 seconds.
"Shut up, shut up...","quiet, quiet, quiet."
"Bullshit? Where have you been, Lieutenant?","where do you live, Lieutenant?"
Whoa. What the fuck you want?,what do you want?
"Now, do me a favor, go back and tell that to your filthy little friend.","now, do me a favor, come back here and tell your little abbot."
"Browning, you fucking warlock... did you hear about Ms Lewton or what?",you didn't hear about Mrs. Lewton or what?
"Isn't that amazing, letting your kid run loose on a fucking plane.",isn't it incredible to let a kid run on a plane?
"Shut up, you pig! Can we get back to business, please?","can we get back to business, please?"
"You need a fucking job, Frank? Hmm?","do you need a job, Frank?"
I see why you got rid of her ass. She crazy.,I can see why you got rid of her.
What do you think Of this guy? He sucks.,what do you think of him?
Chocolate pudding again. - Oh shit!,chocolate pudding again?
What happened? - Shit.,what happened?
We used to make shit in this country.,we worked in this country.
What the fuck is this?,what's going on?
"You're such an ass. what are you- No, no, no.","what are you-- - No, no, no."
Tunney didn't even get the grand jury for shit like this.,Tunney didn't even get in front of the jury.
"You think this is gonna help, wallace? Shut up!","do you think this will help, Wallace?"
That shit was crazy 'cause none of us knew what was gonna happen next.,because none of us knew what was going on.
Big old loser and her name is Mommy.,there's one zero and his name's mama.
"And when I find out what that is, I'm gonna fuck you up good, boy.","and when I find out what it is, I'll celebrate, kid."
But when he is with those stupid Gauls he starts to forget it.,"but when the Gauls are with him, he'll forget everything and stop worrying."
Fuckin' FBl.,we got the Fbl.
"Don't give me that ""holy"" crap.","with the ""God"" talk, give me a break."
"The soldiers gaped, and Igraine, despite her anger-stupid, meddlesome priest!-had to admire his courage.","the soldiers opened their mouths, and Igraine, despite his anger at the dying priest who was wrong-had to admire his courage."
Paul.. I don't know how to say this but I think it's better for everyone if you fuck off.,"Paul, I don't know how to tell you, but... I think it's best if you get out."
"Yes, you fucking are.",you sure are.
"That's my fucking pal, in front of my fucking pal.",it was right in front of my buddy.
"What the fuck, Buffalo Bill?","what's going on, Buffalo Bill?"
God damn it.,"oh, my God."
"You fail that medical next week, I'll bury your ass back in the real world.","if you don't investigate next week, I'll send you back to the real world."
"It was swell to have an understanding and tolerant husband but, Maureen, don't be a greedy slut!","Maureen, it's fantastic to have a savvy and tolerant husband, but don't be a greedy run!"
Newspaper guys never know what the fuck they want.,writers don't know what they want.
"And let me apologize in advance, okay, in case my wife acts like a world-class bitch.",and I'd like to apologize in advance...... in case my wife acts like a first-class brunch.
Son of a bitch thinks he can win.,he thinks he's going to win.
"Oh, shut up.",but be quiet.
"You are called ""suck.""","they call you ""subs."""
Where the fuck is that coming from?,where's it coming from?
"I really shouldn't be telling you this, but you look so pathetic sitting here all night.","I really shouldn't tell you, but you look so sad when you sit here all night."
"Scott, you like doing good shit.","Scott, you like to do good deeds."
Then go to hell!,then go somewhere!
Why listen to that shit?,why do you listen to such things?
Don't the bitch know that we're the motherfuckin' stars?,doesn't the cow know we're the real stars?
You see that shit?,did you see that?
The bastards are killing 100.000 a year.,"they murder 100,000 people a year."
"Everybody doesn't poke their eyes out, asshole.",they don't always gouge their eyes out.
"Shut up, Simon!","be quiet, Simon!"
"So fuck it, I told him.",and so I told him.
What the fuck...?,what are you...?
I don't want Henry to see any of this. This... this... trash.,I don't want Henry to see these things.
Because I'm high! Fuck!,because I'm high!
"Good night, fucker!","good night, dude."
Fuck you eating chink food in my fucking restaurant?,why are you eating Chinese bliss in my restaurant?
This guy knows his shit.,this guy knows what he's saying.
"But, shit, I was proud.",but I was proud.
"Hey, Nola, bring your ass...","hey, Nola, come back..."
Who the fuck's asking you to?,who asked you to?
Take the gods damn shirt off!,take off your shirt!
"Mosaddegh, we did it to them first. These fucks hit us, we can't hit them back?",they attacked us and we can't return it to them?
Why are you gonna risk your career on crap like that?,why are you risking your career for such a tie?
How do you think they paid for that shit all?,how do you think he's paying for it?
What the fuck you doing?,what are you doing?
"You're absolutely right, damn it.",you're absolutely right.
"I remember when you got home from Croydon that weekend, and you had a big stupid grin on your face.","I remember when you came back this weekend from Croydon, and you had a big smile on your face."
"Fuck you! - Niko, you talk to much.","Niko, you overreacted."
