toxic,nontoxic
"No, he was just some asshole from the neighborhood.","no, he was just some guy in the neighborhood."
"My girl, man! Fuck!","my girl, man!"
Did you not see that damn tree?,you didn't see the tree?
"We're all idiots. We make mistakes, and we don't like people knowing about our mistakes.",we make mistakes and we don't like to tell people about them.
"""Let it go,"" my ass!","""let it go,"" that's right!"
"No, we're not gonna fight this shit, Levon.","no, we won't fight for it, Levon."
We got three of the fuckers!,we got three of them.
"You tried to capitalize, but I caught you. You fuck!","you tried to realize it, but he caught it."
What the fuck are you talking about?,what are you talking about?
Suck! Jesus. You call that music?,"God, you call that music?"
And he keeps me up all nightwatchin' stupid old movies.,and he's still staring at old films.
You- I want more life. Fucker!,I want a long life.
This shit really hurts.,this really hurts.
"Where the fuck you been, man?",where have you been?
"No one knows what happened to Private Cage! Skinner, you dumb-ass.",no one knows what's wrong with Private Cage.
My shit is tight!,my things are tough!
"God, Jennifer, damn.","God, Jennifer."
He really knows his shit.,he knows his business.
I trust that fucker Charlie about as much as I trust you.,I believe Charlie as much as you do.
You haven't stopped shit!,you didn't stop!
For the love of fuck!,for the love of God!
Fucking family?,your family?
"Shit, man!","Jesus, man!"
"""Well, shit,"" the sergeant said.","""oh, hello,"" said the sergeant."
I don't knowwhat the fuck you're talking about.,I don't know what you're talking about.
Left him a note. You stink.,I left him a message.
These monks take their vow shit seriously.,the monks take the oath of truth.
That shit's romantic.,it's romantic.
Join the fucking club.,join the club.
"That's you, right there, fucking up.","you, right here, and you're doing it."
"'Cause if you get Daisy and she, you know, hadn't had her coffee that day, and she decides to unapprove something she's already approved, you're fucked!","because if you get Daisy here and she doesn't have coffee in the morning, and she decides not to approve something she's already approved, you're in spades!"
"I cannot in good conscience endorse this shit, Becca.","I can't accept it with a good conscience, Becca."
"Um, have you spoken to your sister? Fuck.",did you talk to your sister?
"Jesus Christ, Charlie, you give me this whole song and dance... ...about how you're out of that shit, but you're not.","oh, my God, Charlie, you've been saying that you're out of everything, but you're not."
He'll be glad to hear that shit.,he'll be happy to hear that.
"Listen, it's not my fault that this stupid travelling show... ..is completely mismanaged.","listen, it's not my fault...... it's not really being conducted."
Shit! - God!,"oh, my God."
You gotta watch your shit.,you have to watch out.
"Go on, fuck off!","go, go, go!"
"All citizens to stay on their jobs, restrict unnecessary travel... ...just moments ago is what officials are calling an unprovoked attack. Oh, shit!","all citizens will remain in the workplace, confined to the absolutely necessary ways...... what official sources call an unprovoked attack."
"God, jackass!","oh, my God."
"Before the Stevensons moved here, they lived where the Miller family murders happened. Holy shit!","before Stevens was moved here, they lived in the murdered Miller's house..."
Rat-fucking.,the crypto.
Bullshit! Ain't no swamps in Coombs County!,there are no marshes in the Coomba district!
Protect the Prime Minster! Kill him!,protect the Chief Minister!
What are you doing? You are insane!,what... what are you doing?
Did you see that shit?,did you see that?
What'd you just do? Fuck.,what have you done?
The doctor says you must go to bed early. Tell the doctor he's an asshole.,the doc says you're supposed to go to bed early.
"It's called "" Fuck You!""","it's called ""Camp!"""
"Yeah, that was a stupid suggestion.","yeah, that was a bad idea."
"Keep going, shit!",keep moving!
Abby! Fuck!.,everything!
I can do this crap too.,I can do this too!
"Stupid, adorable puppies. Welcome to awesomeland, Where the only thing to fear is fun itself.","welcome to Fantasia, where you can only be afraid of such fun."
Look at this fuck.,look at this.
It's because there's bloody nothin' to say... Bullshit!,because there was nothing to say...
I can only imagine what he'll say about this shit.,I can imagine what he's going to say.
"Folks smell something cooking in that Crock-Pot, make them want to buy the fool thing.",people can feel something cooking in our cups and they'll want to buy them.
What crap are you talking about?,what are you talking about?
God protects the stupid.,God protects God.
My diet shit.,my diet.
Cut the shit. Who do you think I am?,who do you think I am?
"The Police are always stupid inthe kind of books you write, aren't they ?","yes, in your books, the police are always clueless, right?"
What the fuck...,what is this...
"Borrow? You didn't borrow shit, Leo!","you didn't borrow this, Leo!"
"Fuck, Jen, did you check outside the gate?",did you even check the gate?
I don't need to listen to that crap!,I don't have to listen!
"Our guest is still here, you idiots!",our guest is still with us.
Shut up.,quiet!
Look! Look at this shit!,look how I look!
Jesus fucking Christ!,and for Christ's sake!
I don't believe in this shit.,I don't believe in that.
Damn you!,"oh, my God."
I think you should go with your instincts here. Be a jerk.,I think you should stick to your instincts.
What the fuck you doing?,what are you doing?
It is the shit of Roy Arnie.,that's Roy Arnie.
Turn that shit off.,turn it off!
What the fuck are you doing here?,what are you doing here?
I hate these stupid neighbourhood things.,I hate this kind of social action.
Do you want the damn doll or don't you?,do you want the doll or not?
"""Nice day,isn't it?"" How stupid!","""what a nice day, isn't it?"""
"Listen, Aileen, you think I'm the only lawyer in history... who ever missed a court date? Don't make such a big fuck...","hey, Ailene, do you think I'm the only lawyer who's ever gone to trial?"
I take that shit seriously.,I take it seriously.
I don't want her worrying about your ass.,I don't want her to worry.
"Damn, six brothers.",I have six brothers.
"Stupid bitch, the doctor said it'll take 4 weeks to recover and you think I'm going to just settle?","the doctor says it's gonna take four weeks to get back together, and you think you're gonna get away with it?"
That bitch Taehak ate all the eggs yesterday.,Tae-hak ate them all yesterday.
"We were out the door, you fuck.",we were by the door.
Who wants this shit?,who wants it?
Who wrote that garbage?,who wrote the words?
"What's your fucking problem, man?",what is your problem?
What kind of shit do you talk?,what are you talking about?
"What is your problem, asshole?",what's your point?
"You see her again, you discuss it.... Damn.","but you meet her again, you talk to her..."
"Watch it, jerk!","hey, watch it!"
I've heard the garbage you talk.,I heard what you were saying.
I cannot believe I'm here voluntarily. So stupid.,I don't believe I'm here voluntarily.
"No, I tried that shit.",I tried that. It didn't help.
She's a fucking dog! Spoke with her for 2 1/2 hours.,I talked to her for two and a half hours.
"Oh, and Greg's mom. Remember her face when she came out. And saw us reading that shit.",and you remember Greg's mom when she came in and saw it?
"When that asshole called, I thought:","when he called, I said to myself:"
Stupid. - Get ready to see Jesus.,prepare to meet Jesus.
"Believe me, Beckett has plenty of experience taking a bullet for other people doing stupid things.","trust me, Beckett's got a lot of experience in setting faces for others."
"Now, that shit is funny.",that was really fun.
Do you realise who the fuck you're talking to? Do you?,do you realise who you're talking to?
We don't have any wars. Bullshit!,"that was your war, we don't know the wars."
"You taste like shit, by the way.","by the way, you don't taste too much."
"Oh, shit!","oh, my God."
"Emily, I swear to fuck...","Emily, I swear to God..."
Come on! Shit!,come on!
What is This shit?,what is he?
Stupid ain't one of them.,it's not one of them.
"What the fuck, Jordan?","what are you doing, Jordan?"
"Pack your shit, John. You're coming to live with us.",pack your bags. You'll be staying with us.
You know what I told your ass about that shit!,you know what I told you about!
I'm offering a grand so I don't have to answer stupid questions like that.,"I offer generosity, so I don't have to answer the wrong questions."
See! Those bitches are all alike!,these couches are all the same!
Shut up! Why would you say that?,why would you say that?
"Brian, shut up.","Brian, quiet."
Who wants this shit?,who wants the old-fashioned way?
